"probeID" "CHROMOSOME" "START_POS" "END_POS" "X1.RV" "X2.AD" "X3.ES" "X4.GM" "X5.LD" "X6.VJ" "X7.DG" "X8.MM" "X9.LA" "X10.CB" "X11.BG" "X12.BC" "X13.VT" "X14.CJ" "X15.GG" "X16.DD" "X17.VV" "X18.JA" "X19.BF" "X20.CJ" "X21.DC"
"32901" "S-tag096870" 2 203959337 203959357 0.08094591 -0.04712038 -0.1828288 0.3213251 0.1024221 0.05050471 0.1054145 0.2153475 0.1001779 0.1918675 0.2827129 0.1895992 0.3309974 0.08808216 -0.3092713 0.2723386 0.6815498 0.1334748 -0.02096048 0.2709 0.0898926
"33001" "S-tag029309" 2 205434906 205434926 0.07513753 -0.03147578 -0.183544 -0.07935319 -0.2184456 -0.2931471 -0.1554268 -0.02417341 -0.379004 -0.1309434 -0.808902 0.03395302 -0.5083164 -0.2397727 -0.3418356 0.2954993 0.2472012 -0.2511168 -0.1427174 -0.2552587 -0.1484961
"33101" "S-tag083852" 2 206941701 206941721 -0.4442645 -0.6249302 -0.5438236 -0.3753387 -0.4580086 0.2301734 -0.4422364 -0.02538122 0.5093781 -0.3869123 0.02402415 0.07493932 0.1890334 0.1244389 -0.6887183 -0.2996194 0.5125237 -0.2342876 -0.5754318 -0.01973016 -0.3521836
"33201" "S-tag120225" 2 208403471 208403491 0.001879053 -0.2091824 0.04003086 0.3578445 -0.4567137 0.2067601 0.02977655 0.08464533 0.2481259 0.1223005 0.1104417 0.09694773 0.2405914 -0.2106287 -0.1915408 0.08657385 0.1400493 0.3429204 0.2203877 0.1364798 0.1017787
"33301" "S-tag060576" 2 209618773 209618793 0.07991349 -0.5424588 0.05111643 -0.0656362 -0.07765947 -0.1518471 -0.266286 0.002043026 -0.01098909 -0.03159156 0.008122467 -0.1358625 -0.3360718 -0.3393907 -0.4857176 0.2448949 -0.3312944 0.1666335 0.02232797 -0.3214735 -0.04026426
"33401" "S-tag152892" 2 211132415 211132435 0.2253262 -0.02479584 0.4192089 0.1296628 0.174228 0.3212231 0.2739429 0.04434683 0.3348078 0.06638651 -0.09024125 0.1925398 0.4237023 0.2800442 -0.127639 0.05469812 0.6058486 0.1547223 0.3269594 0.3488934 0.3306327
"33501" "S-tag120208" 2 212273659 212273679 -0.06326212 0.02310447 0.1181961 0.3137662 0.1566811 0.2285022 0.1079862 0.1419763 0.2003155 -0.05788432 0.1360831 -0.008765395 -0.3127986 -0.09685584 -0.3406114 -0.1279839 0.3123641 -0.09036078 0.02669869 0.2348803 0.03574548
"33601" "S-tag326998" 2 212526398 212526418 0.6159076 0.2994952 0.3367358 0.6868299 0.2024838 0.5270893 0.313769 0.3613945 0.4505285 0.3144864 0.5083591 0.1062938 0.4796529 0.3042496 0.09840665 0.5363184 0.8970438 0.4465807 0.1737794 0.7360237 0.166932
"33701" "S-tag214961" 2 212650985 212651005 -0.6292866 0.005932144 -0.4180433 -0.4561902 0.139658 0.04585726 -0.4343784 -0.2707239 -0.6186993 -0.1588101 -0.2813884 -0.4110112 -0.02924024 -0.5303137 0.0871537 -0.2529504 -0.08889008 0.06793907 -0.3012049 0.01724761 -0.3116409
"33801" "S-tag197165" 2 213399373 213399393 -0.2650687 -0.3121256 -0.04262409 -0.09374972 -0.4210405 -0.1674954 -0.3690839 -0.1830656 -0.2421438 -0.4453893 -0.6232361 -0.2905217 -0.1082108 -0.1430989 -0.6023949 -0.2688472 -0.0843906 -0.3264404 -0.07586783 -0.1547646 -0.1909691
"33901" "S-tag166876" 2 214740080 214740100 0.1300858 0.3489212 0.1416316 0.3056407 0.2915815 0.1377602 0.3490691 0.3153307 -0.08159602 0.198087 0.007626194 0.337131 0.293653 0.2462883 -0.0227454 0.4926349 0.6721769 0.1425408 0.09501282 -0.03976722 0.024072
"34001" "S-tag193844" 2 216064440 216064460 -0.2043487 0.3754518 0.2311475 0.06710716 -0.06021924 -0.07833522 0.17132 0.3634624 0.1395407 0.1623152 -0.03770168 0.05304545 0.009216163 0.1843349 0.09572665 0.1392672 0.1917621 0.05880945 0.1214572 0.1065283 0.3651529
"34101" "S-tag258007" 2 217463442 217463462 -0.2347631 0.09530109 -0.03416065 0.0747616 0.1431947 0.1594256 -0.001268072 -0.07453682 0.1031732 -0.05200425 0.04430907 -0.01789721 0.04091131 0.03192862 -0.1387781 -0.07169233 -0.3682103 -0.3337912 -0.07498898 0.08167717 -0.05089577
"34201" "S-tag067405" 2 219010146 219010166 -0.1290388 0.1780897 0.1617704 0.05983957 0.2527464 0.3028319 0.1488102 0.1459179 0.1911397 0.02195956 0.266485 0.5029489 0.3471839 0.3487867 0.1263126 0.5898055 0.3651827 0.03409577 0.2694487 -0.2874681 0.1310325
"34301" "S-tag296959" 2 220241274 220241294 -0.3108264 -0.0116992 -0.09158377 0.0970965 0.04392847 0.01969027 -0.1092715 -0.2159184 -0.2138687 -0.2673388 -0.04814839 -0.1660512 -0.2601133 -0.09095824 -0.40514 -0.1280216 -0.1887643 -0.1749693 -0.324 -0.1841366 0.009024781
"34401" "S-tag260624" 2 221578398 221578418 0.2202438 -0.03176906 0.09168559 0.0829489 0.1890164 -0.0009260931 -0.08026889 0.09574512 -0.03615584 0.01880184 0.03221731 0.05776296 0.22158 0.09093636 -0.296958 -0.1680318 0.2280409 0.2021991 -0.2721388 0.2391227 0.1704175
"34501" "S-tag201069" 2 223075071 223075091 -0.06590231 -0.105793 -0.0850752 -0.2408989 -0.1038955 0.09674438 -0.1806884 -0.4445215 -0.2174152 0.3147483 0.01570088 -0.09704738 0.1245815 0.05811432 -0.3555314 -0.0002388513 -0.3230359 -0.1909626 -0.4866315 -0.1281297 -0.3360145
"34601" "S-tag182495" 2 224250806 224250826 0.3361574 0.0731222 0.07168068 0.2061653 -0.2095803 0.02817786 0.005453341 -0.2488947 -0.40016 -1.354432 -0.2977064 -1.109953 0.03830318 0.04339999 0.001672818 -0.07638256 0.09338185 -1.120864 0.09517857 -0.1084868 -0.07960823
"34701" "S-tag279902" 2 225709336 225709356 0.04200438 0.1137044 -0.140776 -0.0434927 0.1095496 0.05904204 -0.04221917 0.01144512 0.002438683 0.2910096 0.09727965 -0.4832362 0.1118409 -0.1328466 -0.1466844 0.4926095 0.04110496 0.2344452 -0.02558023 -0.4933361 0.04865924
"34801" "S-tag017511" 2 227165587 227165607 -4.567414 0.8855991 -0.1876111 -0.2120771 -0.2735144 0.9117252 0.6658998 -5.258724 0.5915738 -4.73788 0.8106545 -0.5673342 0.1540273 -0.2099821 0.4181169 -0.7123584 0.6482785 0.4890659 -0.04756286 -0.3255793 -0.3444626
"34901" "S-tag230211" 2 228157661 228157681 -0.2236972 0.1548793 -0.1231452 0.1574779 0.002412393 0.1178693 0.0247438 0.304859 -0.3080182 -0.1521266 0.2468205 -0.1695665 -0.5499581 -0.03003287 -0.2475356 0.0796755 0.8441578 -0.320856 -0.3128382 -0.1613367 0.2789754
"35001" "S-tag193523" 2 229694800 229694820 0.1689892 -0.598159 -0.02825117 -0.3721515 -0.03027105 -0.2902219 0.03094294 -0.2588545 -0.8376926 -0.1284605 -0.3134688 -0.03240337 -0.2001724 -0.09599004 -0.4189275 0.1107141 -0.2531133 -0.5558152 -0.2402636 -0.2991031 -0.01860393
"35101" "S-tag220239" 2 231220671 231220691 0.1962262 -0.1505505 -0.01162159 -0.3986092 -0.3452078 0.04262342 -0.05209314 -0.05493736 -0.01389562 -0.01095279 -0.129437 -0.1347509 -0.5154248 -0.2561193 -0.3333891 -0.1534383 -0.2418981 0.03992864 0.1956818 -0.1145838 -0.0501105
"35201" "S-tag297861" 2 232641891 232641911 0.07459341 0.2662552 0.1082437 0.008108778 0.1297525 0.1722375 -0.2544394 0.004800465 0.2208468 0.1095117 0.2781574 0.09436607 -0.1607243 -0.1627081 -0.3023378 -0.07656289 -0.04988665 0.1874427 -0.01795044 0.09102698 -0.009519438
"35301" "S-tag318449" 2 234206750 234206770 0.4993163 0.154672 0.08005283 0.2919426 0.06712256 0.2909901 0.2138978 0.3721745 0.01989677 0.1071521 0.3042098 0.6202829 0.9151651 0.09547327 0.08727033 0.6501331 0.7663351 0.4213059 0.1828752 0.4253291 0.1880034
"35401" "S-tag151172" 2 235683888 235683908 -0.07299556 0.1224364 0.05082887 0.2682416 0.02611231 0.1822328 0.03056603 0.5279784 0.4793163 0.6134639 0.3897975 -0.008423003 0.5889692 0.06346367 -0.1574559 -0.06349792 0.3660783 0.6319549 0.157359 0.7291506 0.03227925
"35501" "S-tag049179" 2 237182362 237182382 0.2228606 -0.1367613 0.3532769 -0.04181845 0.2193246 0.537986 0.1005549 -0.1257447 0.04919881 0.3370182 0.1370362 0.1237085 0.101136 -0.1664637 -0.2732398 0.3392929 0.7633717 0.07559542 0.3131791 0.2585909 0.1355347
"35601" "S-tag170200" 2 238495115 238495135 0.1384735 0.005033037 -0.08331165 0.6855245 -0.05154001 -0.09616743 0.4286082 -0.01476988 -0.05210458 -0.08289348 -0.1092544 0.03771704 -0.04814105 -0.1338002 -0.3617385 0.1201147 -0.385542 -0.1990502 0.002640387 0.3234157 -0.2111489
"35701" "S-tag261749" 2 240020509 240020529 0.3064016 0.2440636 -0.2364312 0.3178431 0.03410349 0.4358392 0.4059165 -0.1762678 0.6144201 0.7035659 0.6263545 0.06221884 0.4782639 -0.06399064 -0.3127672 -0.01615703 0.3918163 0.225908 0.3989873 0.331091 -0.08338564
"35801" "S-tag069994" 2 241571572 241571592 -0.2657968 -0.4429625 0.5098011 -0.2859108 0.1536495 0.3769697 -0.2757131 0.3608339 0.3624695 0.2031385 0.2597388 0.2948975 0.7330437 0.6361553 0.2131345 0.8272929 0.7611546 0.5695606 -0.2331952 0.1985582 0.5193494
"35901" "S-tag305772" 2 242684574 242684594 0.4002962 0.3837556 -0.479917 0.03707333 0.1421777 0.3631743 0.1408363 -0.006995491 0.2497894 0.2015803 0.2571393 0.2237172 0.4713659 0.2230688 -0.4707302 -0.203707 0.2291381 -0.048393 -0.2680344 0.1235303 0.3856973
"36001" "S-tag115312" 3 700642 700662 -0.6569988 -0.3117373 -0.0290488 -0.5192366 -0.255397 -0.1623135 -0.3601169 0.07147954 0.09362688 0.04530445 -0.2090283 -0.4334842 -1.748203 -0.03400495 -0.3643445 -1.334986 -1.375357 -0.2365787 -0.4173263 -0.08817086 -0.200213
"36101" "S-tag070777" 3 2156544 2156564 0.09612931 -0.1961816 0.005859091 -0.12614 0.08704832 -0.1059463 -0.05991429 -0.2913487 -0.2331458 -0.3236125 -0.3856334 -0.3038495 -0.86358 -0.1365034 -0.03973548 -0.06431412 -0.6767553 0.06955352 -0.1368952 -0.2673631 0.201677
"36201" "S-tag247196" 3 3647609 3647629 0.09836563 0.0006736833 0.2975709 -0.04105441 0.1736649 0.2408418 -0.07949828 0.2854287 0.06742905 0.2726943 0.1799729 -0.0049977 -0.6714815 0.05362749 0.2326469 0.09750101 -0.01905663 0.3623526 0.216199 -0.1165568 0.1778841
"36301" "S-tag262090" 3 5111551 5111571 -0.1221623 0.03796782 -0.1444653 0.1861537 0.02384661 0.2277058 -0.1935052 -0.0979248 -0.05364662 0.09542397 0.2747824 -0.2051694 -0.4478329 -0.1149654 0.01314764 -0.5711053 -0.6144921 0.2710372 -0.2172512 -0.4508179 -0.05343218
"36401" "S-tag067819" 3 6596774 6596794 -0.2485293 -0.0711191 0.02367962 0.02171448 -0.08465909 -0.5341505 -0.09189904 -0.190164 0.003421299 -0.2713203 -0.2864829 -0.04215502 -1.015887 -0.2304867 0.01801801 -0.06779978 0.05662619 -0.3716883 -0.0914568 -0.03958952 -0.1328488
"36501" "S-tag093833" 3 8041330 8041350 0.1844167 0.1478786 -0.2076904 0.04185921 0.2967784 -0.08643 0.2531062 -0.1243866 -0.2978711 0.06839559 0.07717066 -0.1788022 -0.8229672 0.2808522 -0.1962663 0.3181259 0.3526249 0.03053306 0.2392512 0.204873 0.3638582
"36601" "S-tag183159" 3 9188615 9188635 0.3648499 0.2846749 0.09964833 0.3890204 0.3938118 0.4188937 0.507482 -0.3823365 0.03943463 0.3424407 0.5616405 -0.4720161 -1.180645 0.02475864 -0.02363354 0.3688483 0.08957631 0.03309259 0.1197934 -0.1034318 0.4327024
"36701" "S-tag085043" 3 10147070 10147090 -0.04723245 0.02183207 -0.2934212 0.02222271 -0.1319391 -0.2931404 0.1180514 0.1400963 0.1627195 -0.1308735 0.1600829 -0.1737321 -1.097404 -0.3427749 -0.1557109 -0.1029722 0.1774441 0.1500442 0.2857088 0.1892078 0.133002
"36801" "S-tag325698" 3 10336291 10336311 -0.04748719 -0.01984359 0.2394405 -0.09291993 0.1924922 0.04368457 0.0684395 0.09311602 -0.01941003 0.268412 -0.04287628 0.06453353 -0.5174164 0.05867745 -0.06934541 0.3497037 -0.6617308 -0.04974482 -0.08393608 0.1755377 0.06904595
"36901" "S-tag047088" 3 11836386 11836406 0.05785562 0.4420316 0.5673316 0.334951 0.3551817 0.442573 0.2189308 -0.4066168 0.04645466 0.5125704 0.5076107 -0.05438164 0.1302371 0.4071935 0.3151772 0.6105581 0.5714303 -0.3154858 0.2042289 -0.0852441 0.2120424
"37001" "S-tag190662" 3 12680432 12680452 -0.1700263 0.2712106 0.07697628 0.2688408 -0.03674341 0.09672613 0.01597775 0.1347381 0.08037373 0.1227521 0.180396 0.2465309 -0.5851073 0.009193728 0.110484 0.208348 0.3400739 0.09796263 -0.1516496 -0.02278727 0.1393898
"37101" "S-tag022748" 3 14005707 14005727 -0.02735666 -0.2454326 0.2353563 -0.003665216 -0.2469644 0.2134738 -0.0305413 -0.0651695 -0.02405972 0.1239431 0.2439041 0.04870518 0.00613537 -0.06987648 -0.05133343 0.1711586 0.3016697 0.2588516 -0.04087743 0.04305789 0.3199624
"37201" "S-tag137959" 3 15281026 15281046 0.1681082 0.2233827 0.165171 -0.1730311 0.2382841 0.3474634 0.2158972 0.1291604 0.1813905 0.2981972 0.3063125 0.136319 -0.5112086 0.2390673 0.2072479 0.05159011 0.08007669 0.241917 0.1820576 0.1618548 0.1674007
"37301" "S-tag091985" 3 16779275 16779295 -0.06479125 0.260719 0.06138487 0.2460134 0.2677395 0.3876119 0.3723132 0.5899935 0.3875237 0.1630934 0.1106977 0.1429633 -0.6860936 0.3077835 0.03118271 0.09175995 -0.1028196 0.246316 0.44201 0.1934891 0.3926814
"37401" "S-tag034145" 3 18279461 18279481 0.09219252 -0.4058964 -0.3759543 -0.2578783 -0.3515331 -0.04266368 -0.1534827 -0.08473335 -0.3595545 -0.1647301 -0.0007541549 -0.6614708 -0.448369 -0.2756463 0.06681029 -0.5342249 0.3751141 -0.4734055 -0.2064196 0.004773624 -0.04849209
"37501" "S-tag163962" 3 19773280 19773300 -0.2124686 0.2413936 0.06333938 -0.4833426 0.011251 -0.4442095 -0.4736317 -0.2124263 -0.1581008 0.1071003 -0.8056557 -0.03467014 0.1543837 -0.1847542 -0.2103482 -0.08607183 0.5284485 0.1588854 -0.1844794 -0.1387452 0.08135753
"37601" "S-tag243741" 3 21001290 21001310 0.03826807 -0.3013042 -0.2397453 0.4047912 -0.06250187 -0.1710614 -0.006328619 0.1778015 0.04375378 0.03976117 0.3310696 0.0912914 0.2924954 0.3103145 -0.2294713 -0.01422377 0.1378588 -0.04911452 0.4608875 0.3753311 0.08031318
"37701" "S-tag244790" 3 22419540 22419560 0.01220748 0.04191379 0.1667334 -0.02040603 -0.0141544 0.01490355 0.04213011 0.1450071 0.03886491 0.2140241 0.1838407 -0.2578199 -0.04642899 0.2854309 0.1160516 -0.01461445 0.276902 0.1963101 0.1688458 0.1029329 0.1336755
"37801" "S-tag240844" 3 23900401 23900421 -0.1384357 -0.1142503 -0.6857556 -0.02875727 -0.03255642 0.06965442 -0.1829691 -0.5587405 -0.1417297 -0.2134524 0.02658425 -0.04542587 0.1072099 -0.006969316 0.2328601 0.1359374 0.4295777 -0.1230438 0.1903045 0.01549244 0.1370546
"37901" "S-tag300082" 3 24580765 24580785 0.3082976 0.2504303 0.2721358 0.1867365 0.2003804 0.2552556 0.04650367 0.04411179 0.1325365 -0.1234634 -0.08864928 0.3507859 0.4729204 0.09468449 0.3271007 0.1320167 0.3309589 0.02854431 -0.4714355 0.3530531 -0.1528446
"38001" "S-tag317186" 3 26057822 26057842 -0.3490204 0.1296414 -0.1701448 0.02930337 -0.007828737 -0.05022523 0.04614552 -0.1449974 -0.146072 -0.3230817 -0.2894482 -0.1017874 -0.4506799 -0.5248968 0.02696129 -0.1809138 -0.01815675 -0.0167721 -0.3911828 0.07133298 0.0433126
"38101" "S-tag288222" 3 27494475 27494495 0.04051342 -0.1270861 0.1173199 0.2167567 0.1248983 -0.1661398 -0.0500383 0.006578333 -0.1218231 0.009945626 0.2795691 -0.1714782 -0.5857139 -0.1011087 -0.230803 -0.3339577 -0.1730706 -0.2128881 -0.06128826 -0.1740492 -0.01172057
"38201" "S-tag188567" 3 28993507 28993527 0.02745821 0.06145494 -0.3237183 0.2748069 0.09697767 0.0866778 -0.004738488 0.1278756 -0.0569832 -0.1933152 -0.1786336 -0.1088989 0.1092953 0.01734115 -0.2982848 -0.4846223 0.3847914 -0.3968033 0.08344536 -0.3534497 0.1351861
"38301" "S-tag044453" 3 30506137 30506157 0.3091255 -0.5406663 -1.362364 -0.1055147 -0.9464524 -0.2495182 -0.1296218 0.1533898 -0.2914785 -0.1749487 0.1991828 0.02421867 -0.4679287 -0.3444794 -0.3139205 0.4173047 0.4029902 -0.4406082 -0.3631968 -0.001197999 -0.182448
"38401" "S-tag088038" 3 31358822 31358842 -0.08259835 0.05332825 -0.0899583 0.08974649 -0.05923662 -0.3500075 -0.1207895 -0.005401093 0.02934718 -0.06092466 -0.361685 -0.5266171 -0.243664 -0.4244094 -0.1873986 -0.05901711 -0.2594053 -0.3043498 0.08067796 0.02874154 -0.0281593
"38501" "S-tag315316" 3 32811202 32811222 0.4765005 0.1782553 0.1890533 0.2533603 0.2064268 0.3605166 0.3109231 0.4283302 0.2477472 0.1924347 0.1404239 0.2012477 0.3139898 0.4151165 0.2596771 0.5129671 0.5843123 -0.08707548 0.2009303 0.08084386 0.2228554
"38601" "S-tag173090" 3 34303283 34303303 0.1393667 0.1899397 0.2827858 0.3609436 -0.0174146 0.1478203 0.1581584 0.2794256 0.1000653 0.1868843 0.007922373 -0.05873502 -0.09254918 0.08712743 0.200823 0.1193494 0.1924775 -0.3395415 0.02414574 -0.0142228 0.04452639
"38701" "S-tag202290" 3 35753579 35753599 -0.4395647 0.0232163 0.08051871 -0.5596899 0.06724104 0.131929 -0.07334749 0.09222012 0.01455094 -0.2629977 0.08053795 -0.27953 -0.2068767 0.02465988 0.04787831 -0.08871678 -0.6949036 -0.3695906 0.1133073 -0.5420809 -0.125428
"38801" "S-tag249361" 3 37057310 37057330 -0.219436 -0.5754434 -0.2417852 -0.1313582 -0.2285724 -0.3886585 -0.1058659 -0.2739581 -0.3214032 -0.3540539 -0.2955578 -0.2844748 -0.5884701 -0.4281015 -0.2938407 -0.3412778 -0.4743634 -0.5928103 0.1177303 -0.2204699 -0.07819726
"38901" "S-tag153350" 3 38273630 38273650 -0.3031925 0.2688096 0.09794222 -0.06969236 -0.08747252 -0.1890009 -0.1968758 -0.4266982 -0.4065761 -0.4997555 -0.1151642 -0.2392945 -0.2091779 -0.4859954 -0.01198544 -0.06925746 0.1053068 -0.5487337 -0.2489709 -0.06760118 -0.1111434
"39001" "S-tag186276" 3 39705709 39705729 -0.4580984 -0.3498125 -0.2224239 -0.2227361 -0.2441549 -0.2399016 -0.1711414 0.07411584 0.06739251 0.07528027 -0.1858046 -0.3820739 -0.9573983 -0.1136988 -0.2776337 -0.5950141 -0.8402684 -0.4303119 0.1499528 0.06230152 -0.133923
"39101" "S-tag039235" 3 41168084 41168104 -0.211492 0.2672866 0.08609056 0.2510692 -0.1065869 0.06352741 -0.276791 0.1763994 0.1533741 -0.2926379 -0.2899566 0.1201342 -0.02552519 -0.1758875 0.03059911 0.1838084 -0.3314243 -0.255736 -0.1112054 -0.07781438 0.2671241
"39201" "S-tag324326" 3 42156960 42156980 0.235806 0.2026023 -0.2017367 0.01307391 0.4323389 0.4151309 -0.009316694 0.5703021 0.3512085 0.3569995 0.2442209 0.6310382 -0.2591997 -0.1699081 -0.02178604 0.6892744 0.898663 -0.1034432 0.3638694 0.5593812 0.3149048
"39301" "S-tag053589" 3 43648035 43648055 -0.4772339 -0.3069635 -0.005447879 -0.1971057 -0.0267957 -0.203549 -0.269591 -0.4048844 -0.4349276 -0.07266808 -0.1474528 -0.392811 -0.2876746 -0.100289 -0.06929515 -0.2231995 -0.07094944 -0.4060195 0.0990525 -0.204119 -0.5067503
"39401" "S-tag214290" 3 45149708 45149728 -0.3503769 0.7904407 -0.2367922 0.5352038 -0.08144461 0.6694281 0.7938795 0.2711429 -0.09188689 0.1322951 -0.4538609 0.6469012 0.0602355 -0.3654084 -0.403605 0.5421162 0.05818339 -0.03589278 -0.1901682 0.4385811 -0.2080392
"39501" "S-tag306865" 3 46652429 46652449 0.5816108 0.9154856 -0.37579 0.4544056 -0.125962 0.02191894 0.5732858 -0.2812492 0.5328865 0.7241808 0.7499817 0.3464395 0.5337291 0.8853693 0.4352233 0.6084377 0.2731211 -0.2565377 0.171675 0.6281316 0.5255449
"39601" "S-tag173218" 3 47821025 47821045 -0.04361475 -0.05792161 -0.0777284 -0.06055502 -0.06882392 0.1109817 -0.1715381 0.0767075 -0.01456759 0.3376541 0.2047608 -0.3787204 -0.3290249 -0.2946317 -0.2239142 -0.2602543 0.09539304 -0.3083048 -0.004610463 -0.02288613 0.06181268
"39701" "S-tag240664" 3 48845251 48845271 -0.1431772 0.006887603 -0.117563 -0.1325773 0.0143595 -0.06850882 -0.06300842 -0.3331456 -0.6112865 -0.2053014 -0.189024 -0.2809054 -0.313184 -0.211028 -0.09015165 -0.4191747 -0.4302462 -0.879687 -0.2171227 -0.3048205 -0.3165547
"39801" "S-tag136711" 3 49961780 49961800 0.06244652 0.2149805 -0.1051605 -0.120299 0.189001 0.04044622 0.1089444 -0.1311145 -0.1536184 -0.3885085 0.1486098 0.2711804 0.1195898 -0.4530552 0.3118638 0.2045959 -0.07045485 -0.4099244 -0.3783833 -0.135006 0.1159777
"39901" "S-tag043470" 3 50862740 50862760 0.2589723 0.2212967 0.7090532 0.6275543 0.1567503 0.240288 0.6575152 0.2056996 0.2163673 0.09766454 0.4119168 0.08250698 0.7840462 0.1954104 0.05531105 0.1860252 0.8745353 -0.1145128 0.3589897 0.6533625 0.08305812
"40001" "S-tag163247" 3 51370933 51370953 -0.1254485 0.08675316 0.302268 0.05820606 0.2986083 0.02319609 0.1171622 -0.05150861 0.1462188 0.2708667 -0.04386061 0.2302992 0.1963903 0.1243917 0.1394636 0.2718757 0.2714704 -0.06889618 0.1508677 0.01760246 0.3564565
"40101" "S-tag012606" 3 52584787 52584807 -0.02520618 0.2762737 0.04482858 0.2374721 0.1037024 0.1040892 0.237086 0.1411827 0.06120673 0.3835399 0.2761677 0.4029787 -0.7697722 0.1273108 0.1583242 0.4021813 0.1728236 -0.308835 0.2837276 -0.5132545 -0.1190221
"40201" "S-tag248582" 3 53823098 53823118 -0.2973469 0.2500612 0.01619224 -0.03341921 0.3929201 0.6033995 -0.2381257 -0.1130009 0.3829042 0.1472383 0.4245136 -1.100161 0.4466675 0.4398882 0.1511831 -0.1882636 0.1315419 0.09181509 -0.01412733 -0.1363772 0.2779849
"40301" "S-tag301435" 3 55281622 55281642 -0.8632654 -0.4527088 -0.4881184 -0.8978766 -0.3559557 -0.5244279 -0.316731 -0.3835468 -0.760281 -0.4449216 -0.4172789 -0.1926855 -0.5277197 -0.5979449 -0.3162154 -0.2094031 -0.1986193 -0.6874552 -0.3010764 -0.2907475 -0.4161776
"40401" "S-tag127956" 3 56759692 56759712 -0.03704739 -0.4580877 -0.1482589 -0.3691106 -0.1568774 -0.4397699 -0.03020166 -0.1466109 -0.2425093 0.05393824 0.3421252 -0.1987368 0.2789454 -0.1981919 -0.1530049 0.007201681 0.1631134 -0.4211271 0.1627336 -0.8314564 -0.3594621
"40501" "S-tag133707" 3 58234479 58234499 0.06086716 0.3530512 0.2125788 0.8987467 -0.008195486 0.2247379 0.2384515 0.06060681 0.2009035 0.2190146 0.433642 0.04660255 0.1733806 -0.1010834 -0.05392505 0.3207957 0.8201936 -0.2094368 0.121692 0.5793856 0.2093943
"40601" "S-tag193810" 3 59655530 59655550 0.1099387 0.3968657 0.3824745 0.5887974 0.3345721 0.401978 0.1201044 0.7955317 0.347717 0.6332192 0.629644 0.2254085 0.6349692 0.6469489 0.04274939 0.08670924 0.4810539 0.1233822 0.5761214 0.6288961 0.06585602
"40701" "S-tag314366" 3 60321572 60321592 -0.6248034 0.1300955 -0.09182008 0.02107614 -0.006553665 -0.08931666 -0.2365276 -0.4223036 -0.1151699 -0.06678015 -0.2313335 -0.05133503 -0.1706375 -0.1083544 -0.09751879 -0.09543724 0.1478549 -0.6243243 0.02754276 -0.9118027 0.06434328
"40801" "S-tag026245" 3 61042317 61042337 -0.05080921 -0.07130725 -0.08259486 0.0442372 -0.01861074 0.0144819 0.01292672 -0.2344072 -0.09586064 0.1231016 0.03061891 0.07680085 -0.1503759 0.03108157 -0.08299296 -0.04677765 0.351541 -0.2306466 0.0353994 0.1631489 0.0147768
"40901" "S-tag135034" 3 62003802 62003822 0.02212692 0.2292207 0.2101427 -0.1579038 0.03799818 0.2606155 0.1143148 -0.5174228 -0.6007644 -0.4287587 -0.3059601 -0.8404838 -0.3080485 -2.429976 -0.8635483 -0.5711994 -0.4534729 0.01446641 0.2800597 -0.1044181 -0.6516969
